	MaxAbsEStateIndex	MaxEStateIndex	MinAbsEStateIndex	MinEStateIndex	qed	MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxPartialCharge	MinPartialCharge	MaxAbsPartialCharge	MinAbsPartialCharge	FpDensityMorgan1	FpDensityMorgan2	FpDensityMorgan3	BCUT2D_MWHI	BCUT2D_MWLOW	BCUT2D_CHGHI	BCUT2D_CHGLO	BCUT2D_LOGPHI	BCUT2D_LOGPLOW	BCUT2D_MRHI	BCUT2D_MRLOW	AvgIpc	BalabanJ	BertzCT	Chi0	Chi0n	Chi0v	Chi1	Chi1n	Chi1v	Chi2n	Chi2v	Chi3n	Chi3v	Chi4n	Chi4v	HallKierAlpha	Ipc	Kappa1	Kappa2	Kappa3	LabuteASA	PEOE_VSA1	PEOE_VSA10	PEOE_VSA11	PEOE_VSA12	PEOE_VSA13	PEOE_VSA14	PEOE_VSA2	PEOE_VSA3	PEOE_VSA4	PEOE_VSA5	PEOE_VSA6	PEOE_VSA7	PEOE_VSA8	PEOE_VSA9	SMR_VSA1	SMR_VSA10	SMR_VSA2	SMR_VSA3	SMR_VSA4	SMR_VSA5	SMR_VSA6	SMR_VSA7	SMR_VSA8	SMR_VSA9	SlogP_VSA1	SlogP_VSA10	SlogP_VSA11	SlogP_VSA12	SlogP_VSA2	SlogP_VSA3	SlogP_VSA4	SlogP_VSA5	SlogP_VSA6	SlogP_VSA7	SlogP_VSA8	SlogP_VSA9	TPSA	EState_VSA1	EState_VSA10	EState_VSA11	EState_VSA2	EState_VSA3	EState_VSA4	EState_VSA5	EState_VSA6	EState_VSA7	EState_VSA8	EState_VSA9	VSA_EState1	VSA_EState10	VSA_EState2	VSA_EState3	VSA_EState4	VSA_EState5	VSA_EState6	VSA_EState7	VSA_EState8	VSA_EState9	FractionCSP3	HeavyAtomCount	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	MolLogP	MolMR	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea
tamoxifen	5.87098820026174	5.87098820026174	0.692414393800577	0.692414393800577	0.45057267899667747	371.52400000000006	342.29200000000014	371.224914548	144	0	0.11890333123050092	-0.49226449447092097	0.49226449447092097	0.11890333123050092	0.7142857142857143	1.25	1.7857142857142858	16.477564073801464	9.880766821803208	2.1249395124783463	-2.168105744985226	2.3435768561106083	-2.188948724437966	5.980852209262775	0.2611505744063269	2.7348712069781036	1.9959473772927907	880.7355335102352	19.769373945685235	17.059685998178228	17.059685998178228	13.685871848001627	9.90684881871516	9.90684881871516	7.115272621558707	7.115272621558707	4.790265908287313	4.790265908287313	3.348420112266566	3.348420112266566	-2.839999999999999	2692338.48996718	19.908794575753564	9.910993617354528	5.113643813383921	168.6489043143239	9.636772684650527	12.356393797796823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.72014202122996	60.48546326043312	6.544756405912575	0.0	4.736862953800049	11.146209060138535	0.0	4.899909730850478	0.0	13.344558822616634	27.246982335779872	101.61949343355356	0.0	5.749511833283905	4.736862953800049	0.0	5.749511833283905	0.0	32.14689206663035	0.0	0.0	30.034913297707618	84.92913895846256	0.0	11.146209060138535	0.0	12.47	0.0	0.0	0.0	0.0	6.606881964512918	18.71508986212249	27.83656353522952	0.0	0.0	110.84812985435805	4.736862953800049	5.87098820026174	0.0	2.1230161675679353	0.0	6.369187126105418	0.9127511652809273	29.820595624675086	0.9675864004922445	3.8262552088248265	4.109620106791824	0.23076923076923078	28	0	2	0	0	0	3	0	3	2	0	2	8	0	0	0	3	5.996100000000006	119.58200000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
carboplatin	10.364166666666666	10.364166666666666	0.0	-1.4444444444444446	0.7132241134490931	371.25	359.154	371.044497964	80	0	2.0	-0.6925150997440886	2.0	0.6925150997440886	1.0	1.3076923076923077	1.3076923076923077									1.5667351809000072	-3.3333331266666795e-07	177.07327308821522	7.776020881938894	6.803172419883375	9.075380474975494	4.593858127134676	3.0625686671503685	3.0625686671503685	2.5459653005967877	2.5459653005967877	2.0258751532891535	2.0258751532891535	1.0495379086639178	1.0495379086639178	-0.4516883116883117	98.70431639670045	18.355622472186287	6.070985719035729	2.7552002021306286	90.12923097043742	22.514147490317487	0.0	5.41499046939678	0.0	0.0	33.00387763727482	9.589074368143644	0.0	0.0	0.0	0.0	19.26246486877803	0.0	0.0	40.86739621919618	11.938610575903699	0.0	0.0	5.41499046939678	19.26246486877803	0.0	12.301092700636076	0.0	0.0	0.0	0.0	0.0	0.0	22.15166536558511	30.654341429514766	5.41499046939678	19.26246486877803	0.0	0.0	12.301092700636076	0.0	141.6	17.35360104530048	9.589074368143644	0.0	46.20800300785922	6.4208216229260096	0.0	0.0	0.0	0.0	0.0	10.213054789681411	0.0	0.0	20.72833333333333	16.946666666666665	-1.4444444444444446	-2.405092592592592	0.0	1.25787037037037	0.0	0.0	0.6666666666666666	13	6	6	1	0	1	0	0	0	2	2	7	2	1	0	1	1	1.7575999999999996	42.124399999999994	2	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
teniposide	13.483401667032272	13.483401667032272	0.02415492982864853	-1.4716540965814964	0.33279567772779733	656.6620000000005	624.4060000000003	656.156362084	244	0	0.3099403857906003	-0.5016994790132149	0.5016994790132149	0.3099403857906003	0.9130434782608695	1.6521739130434783	2.347826086956522	32.13347597777169	9.65768314249364	2.559230879247667	-2.475371967282851	2.5674614729258214	-2.6211048055418273	7.095089737762101	-0.36847411125718293	3.8478468442628486	1.158228943611139	1601.0986250168323	31.689141007523457	24.76864690138565	25.585143482313377	22.354906943597644	14.883637261594044	15.763290072848939	11.767938986182225	12.747211294344678	9.37006428097884	10.263980264924207	7.1832963315319365	7.889408900733614	-3.6299999999999994	57390008052.18593	29.751115320200824	11.559989470673607	4.701146592890468	266.56200328692984	57.95134876872255	24.41586555099321	35.578100791806044	12.542454139383732	0.0	5.969305287951849	4.794537184071822	0.0	0.0	11.336785877934737	6.06636706846161	52.40225258786495	11.835812092322787	44.332378639191894	62.745885952794374	17.306091165886585	0.0	0.0	11.835812092322787	49.01779144357332	34.22630131768073	63.34576685002786	0.0	28.747559166419524	18.947451815200196	0.0	28.747559166419524	11.336785877934737	86.22108107048312	28.478851953072066	11.835812092322787	39.87940083203719	41.778265181235575	0.0	0.0	0.0	160.83	66.82290882384795	20.11411936859394	0.0	37.25524173497738	28.189378141658796	4.877147193701299	25.556380960489804	18.19910120538483	23.579163975850747	0.0	42.63176658420044	52.56951362771083	1.4641830106325573	14.32268078917269	35.000003964840836	2.000043371516066	-1.0847244519152268	10.69189572948546	-7.164134010332468	0.1710768423558584	2.8627944598667243	0.46875	46	3	13	1	4	5	2	1	3	14	3	14	6	0	3	3	8	2.7529000000000012	155.94339999999968	0	2	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sildenafil	13.329457661763307	13.329457661763307	0.14650035168388365	-3.6980905452171675	0.5534046105187581	474.5870000000004	444.3470000000002	474.20492443999996	178	0	0.2768584114184537	-0.4931125653923465	0.4931125653923465	0.2768584114184537	1.121212121212121	1.8484848484848484	2.515151515151515	32.2334275929693	10.143767050377203	2.2857090893550023	-2.312216038566483	2.31965617317982	-2.4651160099936256	7.8874472883969595	0.22217370043726511	3.100516930069805	1.8517024716417811	1322.639953437774	23.750347897697548	19.459107705693818	20.275604286621544	15.75558728655341	11.176521360205134	12.616584689005773	8.230388694686837	10.168323674628502	5.855397240837823	7.750034107434231	4.093096339369056	5.542045992921873	-2.7600000000000002	25919155.741017863	23.39992649454573	9.23862824049657	4.397669312114403	192.7807339433561	14.620751205597735	17.090617048900093	5.516700717616262	10.023291153407584	5.559266895052008	0.0	9.476340119217006	13.401775505276145	9.40389779959727	0.0	13.344558822616634	38.591332010678656	33.22669760632749	22.75974492657615	13.154659938128987	21.056692588640107	0.0	28.95356750748735	7.04767198267719	31.584601120751042	39.833579570840406	34.24683327935712	0.0	17.137367822980828	10.296129848852058	0.0	5.749511833283905	0.0	77.2049440626567	23.491784759010784	0.0	25.96222401715572	27.889121864974427	0.0	22.421257424929443	0.0	113.42	10.023291153407584	13.212334168400758	0.0	16.27915486856971	61.55309397130264	12.114749617774471	8.987018926441419	25.246773188062022	20.89514638205844	14.982570060098723	9.720841474747257	35.442187232994414	0.0	22.66037344908063	4.454356276546136	1.7456064624421619	0.7175832231040566	4.714448223733938	1.543898142707389	6.479860064113431	-0.008313074722150704	0.5	33	1	10	0	1	1	1	2	3	8	1	11	7	0	1	1	4	1.6109	125.98550000000007	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	5	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
simvastatin	12.86586534038419	12.86586534038419	0.09494861247150599	-0.6010271924864974	0.6390622750209786	418.5740000000003	380.27000000000015	418.2719243159999	168	0	0.3112869097537336	-0.46218776669279094	0.46218776669279094	0.3112869097537336	1.2666666666666666	2.0	2.6666666666666665	16.550330117280293	9.649314571837383	2.4282859670952623	-2.4370825362333512	2.4530391295332583	-2.428841249315668	5.75703134465553	-0.16557343565424706	2.6612407051297953	1.7612771112578929	706.3275441224729	22.051677284948283	19.09635013637096	19.09635013637096	14.101392633077907	11.588777529249747	11.588777529249747	10.251589771157757	10.251589771157757	7.347585098808047	7.347585098808047	5.079221881093926	5.079221881093926	-1.62	3230269.853941353	23.051741439679358	9.25239239827976	5.161036599818663	180.44553065968924	14.580253302440804	12.207932775496605	0.0	0.0	0.0	11.938610575903699	9.589074368143644	0.0	0.0	0.0	38.999271919573516	62.85758355963873	12.338727669087403	17.93977848007109	24.169327670584444	11.938610575903699	0.0	0.0	29.08661465404235	91.45551489925408	0.0	23.80116485057091	0.0	0.0	0.0	0.0	0.0	0.0	35.35703713398931	19.06280027574374	29.08661465404235	73.14361573600918	23.80116485057091	0.0	0.0	0.0	72.83000000000001	11.518956857145081	14.69560176298435	0.0	36.48527102048771	24.17453976141019	25.683286491704038	5.573104530069267	0.0	20.771211599071872	32.075534719882896	9.473725907600098	11.62223202052477	0.0	24.56508668502449	9.917686908488399	0.7846613747720801	0.7758697529846168	0.0	9.612790675898676	10.305005915640299	0.0	0.76	30	1	5	2	1	3	0	0	0	5	1	5	6	0	1	1	3	4.585600000000006	115.45480000000008	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
parbendazole	11.072969820082914	11.072969820082914	0.4069365971697323	-0.5275346510785723	0.871995349955413	247.298	230.16199999999995	247.132076784	96	0	0.41318996336978975	-0.45257185717286946	0.45257185717286946	0.41318996336978975	1.5	2.3333333333333335	3.0555555555555554	16.538165826345992	10.085944684469647	2.063587635067575	-1.9833872963123949	2.1706976450625164	-2.1128714524000993	5.8579674398127555	0.18646137887751116	2.7686852384208223	2.1939902741755093	548.1599744912176	12.957819157813608	10.617081327556205	10.617081327556205	8.723876650462412	6.062404219920092	6.062404219920092	4.157046614417498	4.157046614417498	2.7711546554053377	2.7711546554053377	1.8000861437771738	1.8000861437771738	-2.0399999999999996	16664.71645005493	12.417791918832325	5.530426981024416	2.7957498244864323	105.5564582527313	9.720841474747257	0.0	0.0	5.948339280986494	0.0	6.093240070938415	5.316788604006331	9.77851570501903	0.0	0.0	19.410925891078243	30.537828874472233	0.0	18.143198976510057	9.53140013787187	23.074980787157433	0.0	9.967957041894417	0.0	26.186202068468653	12.426586145283864	23.762552697081826	0.0	0.0	5.316788604006331	10.742876465058316	0.0	0.0	23.170994654110366	11.157684576726059	0.0	25.328831937239638	18.19910120538483	0.0	11.033401435232523	0.0	67.01	6.093240070938415	4.794537184071822	0.0	0.0	5.948339280986494	17.454223058158533	25.514892278826547	0.0	6.06636706846161	39.07807993631464	0.0	4.516935514181185	0.0	18.382076647999266	2.5158325459813553	3.0363663968673893	0.4069365971697323	6.097711876417234	2.8834720061884562	2.1737229226835106	1.3202788258452038	0.38461538461538464	18	2	5	0	0	0	1	1	2	3	2	5	4	0	0	0	2	3.0838	70.73340000000003	0	0	0	0	0	2	1	0	0	0	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
procarbazine	11.64135369425548	11.64135369425548	0.024883603132610732	-0.024883603132610732	0.6513892787333422	221.304	202.152	221.152812228	88	0	0.25097381657328194	-0.3498662192708533	0.3498662192708533	0.25097381657328194	1.25	1.875	2.375	16.149267723700245	10.117304229261398	2.0537287796749903	-2.085646039173446	2.039353751750799	-2.297649664503976	5.93837215961975	0.09428747428103136	2.258230537388814	2.5971514576190105	332.62203889304567	11.966255326250886	10.002106417598542	10.002106417598542	7.6302289553358005	5.425973804438463	5.425973804438463	3.9286390665605393	3.9286390665605393	2.105183142203047	2.105183142203047	1.3099439607399284	1.3099439607399284	-1.3900000000000001	3549.9384047752155	12.678446269678304	6.24878456545033	4.001506645563586	96.40230047697948	5.316788604006331	0.0	0.0	0.0	5.907179729351506	0.0	15.646119978292592	0.0	0.0	0.0	12.13273413692322	38.59133201067865	18.150048726757532	0.0	4.794537184071822	5.907179729351506	0.0	16.1683713982271	0.0	26.434071634441786	7.04767198267719	35.392371257240434	0.0	0.0	16.1683713982271	0.0	0.0	0.0	18.996692541176657	6.544756405912575	0.0	29.76891456684706	24.26546827384644	0.0	0.0	0.0	53.160000000000004	0.0	4.794537184071822	0.0	11.949020558499466	5.563451491696996	12.10820789760957	0.0	0.0	45.16061465590487	16.1683713982271	0.0	0.0	0.0	11.64135369425548	2.854760015117158	7.676153204726438	-0.024883603132610732	7.728365363375734	0.0	4.633723679669297	1.8238609793218379	0.4166666666666667	16	3	4	0	0	0	1	0	1	3	3	4	5	0	0	0	1	1.0488	64.94360000000003	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
curcumin	11.929398258550947	11.929398258550947	0.0066228737638580615	-0.3472421159821948	0.5481228320623275	368.38500000000005	348.2250000000001	368.1259883599999	140	0	0.16291864446768703	-0.5042543435663183	0.5042543435663183	0.16291864446768703	0.8148148148148148	1.2222222222222223	1.5925925925925926	16.477050169603665	10.096400737248562	2.05618560157635	-2.032904904571094	2.272025950728496	-2.0144775364421026	6.104423630737157	-0.1213933170124789	2.6624414187063987	1.9588614829982387	822.0399999194264	19.811190308942127	15.008029825938177	15.008029825938177	12.922253953220077	8.084748487013048	8.084748487013048	5.638641501457053	5.638641501457053	3.679371064943775	3.679371064943775	2.2636839018519117	2.2636839018519117	-3.54	881033.8147469718	19.780378892165626	9.238837190939822	5.7434025122363215	156.53237245425527	19.68678069728151	0.0	34.5645372258655	0.0	0.0	0.0	9.589074368143644	0.0	0.0	0.0	24.284774350590983	47.544411470908194	0.0	20.640416705481076	29.275855065425148	23.71853010639764	0.0	0.0	0.0	6.4208216229260096	14.219595082555067	59.67714560783141	0.0	22.99804733313562	9.473725907600098	0.0	22.99804733313562	0.0	35.99913976496636	9.589074368143644	0.0	17.54772460632	48.55024262443742	0.0	12.152040213667762	0.0	93.06000000000002	0.0	19.802129157825057	0.0	29.486335182223698	22.6259266499618	0.0	38.504369433146046	36.417508487514205	0.0	0.0	9.473725907600098	9.9963865408032	0.0	23.858796517101894	19.084873988348342	1.3281099055512147	-0.08321130833867896	9.34009717565953	5.442434020771863	0.0	2.865846493435974	0.14285714285714285	27	2	6	0	0	0	2	0	2	6	2	6	8	0	0	0	2	3.3699000000000026	102.01660000000003	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ciclopirox	11.4162606292517	11.4162606292517	0.30965419501133806	-0.30965419501133806	0.7185665096760773	207.27299999999994	190.13699999999997	207.125928784	82	0	0.2828119270205298	-0.42510987620954316	0.42510987620954316	0.2828119270205298	1.2666666666666666	1.9333333333333333	2.6	16.476468000024898	9.861237111505329	2.189230137999084	-2.2248568192317246	2.3134449537711297	-2.2326014262695453	5.18657309048306	0.1562937449705681	2.2448371104810128	2.373205164907992	402.573413213669	10.836498814253964	9.070260194965396	9.070260194965396	7.1815405503520555	5.611209994633681	5.611209994633681	4.442532559756912	4.442532559756912	3.2034709298927915	3.2034709298927915	2.4083614685660346	2.4083614685660346	-1.25	3070.9371671380254	10.273987359954036	4.0883655102337055	2.05910996593589	89.31958058600358	5.20725302477729	0.0	0.0	0.0	5.559266895052007	0.0	4.794537184071822	0.0	4.7304076419062255	0.0	19.26246486877803	31.395199005701247	11.984273114623004	5.693927994848461	5.20725302477729	0.0	0.0	4.7304076419062255	0.0	44.94575136048206	0.0	33.743917702592505	0.0	0.0	5.559266895052007	0.0	0.0	0.0	9.937660666683517	0.0	6.923737199690624	49.2793936473369	16.927271320995043	0.0	0.0	0.0	42.230000000000004	0.0	10.001790208849112	0.0	5.559266895052007	5.917906046161393	28.8294303743037	25.328831937239638	0.0	12.990104268152233	0.0	0.0	0.8224074074074073	0.0	11.4162606292517	9.678410808767952	1.4177286470143617	0.3577314814814814	3.392572515117158	5.851667847694633	1.8965539965986393	0.0	0.5833333333333334	15	1	3	1	0	1	0	1	1	3	1	3	1	1	0	1	2	2.44172	58.449500000000036	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
epigallocatechin-3-monogallate	12.721634175275046	12.721634175275046	0.05257026433162859	-1.181149166456706	0.21150323672030336	458.37500000000017	440.2310000000003	458.0849113959998	172	0	0.33833915638013096	-0.5076790312068091	0.5076790312068091	0.33833915638013096	0.7575757575757576	1.303030303030303	1.878787878787879	16.575706355915795	9.929766073926597	2.370722557499161	-2.336653013759299	2.455861733319202	-2.3440486606713016	5.908959727526179	-0.01889961992069078	2.7458148502738218	1.7472605732203805	1221.4274042533714	24.024215068523315	16.628362570094808	16.628362570094808	15.544621651056172	9.470543102609698	9.470543102609698	7.398788707989218	7.398788707989218	5.151455084565349	5.151455084565349	3.551057082165828	3.551057082165828	-4.670000000000001	17548920.071957238	21.557830262348368	7.786084613077349	3.8680562614814904	184.74201141230785	50.32594506632574	23.352501887600017	40.60103738745173	0.0	0.0	5.969305287951849	0.0	4.794537184071822	0.0	0.0	0.0	24.26546827384644	29.680458743243218	5.563451491696996	55.12048225039756	5.969305287951849	0.0	0.0	0.0	18.628754398422615	0.0	53.08855688586065	0.0	51.745606499555144	4.736862953800049	0.0	51.745606499555144	0.0	52.92549083442579	11.157684576726059	0.0	27.58885804691111	36.39820241076966	0.0	0.0	0.0	197.36999999999998	52.67430906315188	45.64675634279746	0.0	40.35971159786871	0.0	30.33183534230805	6.06636706846161	0.0	0.0	0.0	9.473725907600098	11.284822583354329	0.0	12.721634175275046	78.2144187769535	-0.018859651885444695	-6.060846151520299	6.1808019021556175	-2.488638300999412	0.0	0.0	0.13636363636363635	33	8	11	0	1	1	3	0	3	11	8	11	3	0	0	0	4	2.2332000000000014	108.92089999999997	0	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
myricetin	12.165302028218694	12.165302028218694	0.09987717309145872	-0.9668476001511712	0.3707504645634647	318.23699999999997	308.15700000000004	318.0375672799999	118	0	0.23828860248071562	-0.5076781655726541	0.5076781655726541	0.23828860248071562	0.7391304347826086	1.3478260869565217	1.9565217391304348	16.360873621549057	10.079447214633241	2.202914195698886	-2.0886335245724026	2.4150482918431937	-2.02527198273888	5.879681088334899	0.3675643875728017	2.467837172877658	2.3951104010988047	979.5051144391242	16.886386867018622	11.309179230685979	11.309179230685979	10.790601455632679	6.2634142989541735	6.2634142989541735	4.810053588693782	4.810053588693782	3.267223238182569	3.267223238182569	2.2060687155551797	2.2060687155551797	-3.55	126896.18742936917	14.389899261577582	4.7337877405886815	2.1268683683347867	126.90190329452508	35.05631530609758	22.46826802267485	23.00878291872616	11.178302225184446	0.0	0.0	4.794537184071822	0.0	0.0	0.0	0.0	12.13273413692322	17.696185628620217	0.0	35.05631530609758	10.969244356107037	0.0	0.0	0.0	0.0	0.0	34.4887958498188	0.0	45.82076991027487	5.428790391900541	0.0	34.49707099970343	0.0	30.63916436904423	0.0	0.0	0.0	33.47715639497161	0.0	22.292943266678478	0.0	151.58999999999997	39.936596977194505	35.43370155311605	0.0	22.28220768108794	0.0	24.26546827384644	0.0	0.0	0.0	0.0	4.417150937053347	5.297127739984882	0.0	12.165302028218694	57.160590710062216	-1.282137188208616	-4.395611667506507	3.8880617107826696	0.0	0.0	0.0	0.0	23	6	8	0	0	0	2	1	3	8	6	8	1	0	0	0	3	1.6936000000000004	77.90879999999999	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methotrexate	12.370387140153795	12.370387140153795	0.013755321471853543	-1.29984144003521	0.29472034504927447	454.44700000000023	432.27100000000024	454.1713158039999	172	0	0.32572120059413157	-0.4812292557834712	0.4812292557834712	0.32572120059413157	1.0909090909090908	1.7878787878787878	2.4242424242424243	16.371409309108397	10.104279624576721	2.213743798763371	-2.193072418607192	2.1853678399794156	-2.4063878949490505	5.965354487044485	-0.14008816001937063	2.7616596075412105	1.674622124193935	1201.0294275064248	24.12059138570063	17.595362536967947	17.595362536967947	15.633938048533212	9.750178614129933	9.750178614129933	7.200234726002427	7.200234726002427	4.7208769971295785	4.7208769971295785	3.027299012367515	3.027299012367515	-4.55	15580631.75408013	23.12024193744085	9.71963980458573	5.782489078211631	187.03080174861526	31.897088078862588	6.041840829147961	16.98174071621902	5.948339280986494	5.907179729351506	11.938610575903699	9.589074368143644	14.76249422596624	9.967957041894417	0.0	0.0	30.68628989677245	24.719331371983756	18.43552797237411	24.596666341896878	46.46325657714428	0.0	25.252702687795164	0.0	25.428240480912553	23.41491666785204	41.71969133200497	0.0	0.0	21.68403328918118	17.453588333505085	0.0	0.0	61.08427199055059	16.133830774056218	0.0	28.893559916469297	30.462311845459514	0.0	11.16387793838399	0.0	210.53999999999996	23.887631134403165	19.490138947056174	0.0	30.171296796370537	23.402562339145028	5.687386274683562	12.13273413692322	18.329577708536295	11.947581713527669	25.252702687795164	16.573862349165076	0.0	0.0	52.69354289457169	20.249152627912856	13.655717453172574	-2.907975404801496	5.160359524785862	0.9639548971166267	0.3696192219035348	1.8156287853383466	0.25	33	7	13	0	0	0	1	2	3	10	5	13	9	0	0	0	3	0.2684000000000003	118.26160000000006	2	0	0	2	0	4	0	0	2	2	3	1	0	0	0	5	1	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
